FIPS,Area,Total Population,Deaths per Case Rate,Age-Adjusted Death Rate,Age-Adjusted New Case Rate,Uninsured Rate,White,Black or African American,Hispanic or Latino,American Indian or Alaska Native,Asian,Hawaiian and Other Pacific Islander
41021,"Gilliam County, Oregon",3990,29.91%,107.2,358.4,,96.04%,1.45%,7.42%,3.01%,1.30%,0.65%
21187,"Owen County, Kentucky",22556,29.91%,162.1,542,,98.27%,1.64%,2.58%,0.76%,0.39%,0.03%
12086,"Miami-Dade County, Florida",5403534,29.90%,128.5,429.7,16.14%,80.06%,18.52%,68.90%,0.53%,2.08%,0.19%
36021,"Columbia County, New York",123140,29.89%,149.8,501.1,,92.25%,6.56%,5.22%,0.80%,2.56%,0.13%
34005,"Burlington County, New Jersey",923720,29.87%,157.2,526.2,4.35%,75.08%,20.39%,8.83%,1.06%,6.65%,0.20%
24031,"Montgomery County, Maryland",2124122,29.86%,114.7,384.1,7.87%,62.64%,21.88%,19.93%,1.49%,17.64%,0.26%
49029,"Morgan County, Utah",24590,29.83%,116.1,389.2,,98.33%,0.84%,3.07%,0.76%,0.91%,0.35%
13133,"Greene County, Georgia",37830,29.82%,145.2,486.9,,65.23%,33.27%,6.53%,1.49%,1.34%,0.20%
55015,"Calumet County, Wisconsin",104884,29.80%,124.4,417.5,,95.85%,1.61%,4.68%,1.13%,2.89%,0.11%
48327,"Menard County, Texas",3924,29.79%,118.7,398.5,,95.62%,2.65%,37.10%,2.60%,0.61%,0.00%
09003,"Hartford County, Connecticut",1798996,29.78%,139.8,469.4,4.18%,76.59%,17.99%,19.09%,1.28%,6.90%,0.23%
31025,"Cass County, Nebraska",53196,29.76%,151.1,507.7,,97.84%,1.44%,3.76%,1.47%,0.99%,0.15%
12005,"Bay County, Florida",350432,29.72%,146.8,494,12.46%,85.09%,12.75%,6.88%,1.76%,3.61%,0.36%
17013,"Calhoun County, Illinois",8874,29.71%,134.9,454.1,,98.76%,0.77%,1.49%,0.65%,0.45%,0.11%
30021,"Dawson County, Montana",17880,29.69%,136.7,460.4,,96.51%,1.02%,3.24%,3.65%,0.79%,0.07%
48235,"Irion County, Texas",3026,29.67%,131.6,443.5,,96.50%,2.18%,26.44%,2.51%,1.06%,0.20%
34039,"Union County, New Jersey",1150690,29.65%,133.8,451.2,12.89%,69.01%,25.19%,33.07%,1.40%,6.60%,0.26%
19091,"Humboldt County, Iowa",19194,29.65%,144,485.7,,98.20%,1.45%,4.85%,0.93%,0.83%,0.05%
12071,"Lee County, Florida",1521644,29.64%,126.9,428.2,12.09%,88.27%,10.21%,23.06%,0.92%,2.28%,0.24%
06083,"Santa Barbara County, California",896458,29.63%,130.5,440.5,11.29%,88.77%,3.43%,46.66%,3.59%,7.96%,0.62%
42119,"Union County, Pennsylvania",85362,29.55%,130.6,441.9,,90.20%,8.02%,6.10%,1.00%,2.15%,0.20%
48491,"Williamson County, Texas",1218034,29.54%,132.3,447.9,10.21%,82.66%,8.79%,25.03%,1.65%,9.80%,0.37%
21215,"Spencer County, Kentucky",38980,29.52%,156,528.4,,97.38%,2.57%,2.60%,0.74%,0.56%,0.11%
36047,"Kings County, New York",5472148,29.52%,130.7,442.8,6.32%,52.32%,34.95%,18.72%,1.62%,13.84%,0.30%
16029,"Caribou County, Idaho",14054,29.50%,131.7,446.5,,98.26%,0.40%,7.03%,1.49%,0.70%,0.44%
12099,"Palm Beach County, Florida",2984382,29.48%,126.4,428.8,13.42%,75.96%,21.13%,23.54%,1.00%,3.66%,0.30%
38017,"Cass County, North Dakota",369050,29.46%,138.1,468.7,3.46%,88.37%,7.26%,2.94%,2.52%,4.05%,0.15%
13291,"Union County, Georgia",49264,29.43%,146.2,496.7,,97.93%,1.34%,3.70%,1.22%,0.72%,0.08%
36001,"Albany County, New York",629696,29.43%,155.4,528,2.27%,78.35%,15.92%,6.42%,0.78%,7.92%,0.19%
08069,"Larimer County, Colorado",718132,29.43%,124.7,423.7,5.96%,95.05%,2.06%,12.19%,2.13%,3.50%,0.27%
31011,"Boone County, Nebraska",10758,29.42%,155,526.9,,98.85%,0.99%,2.55%,0.56%,0.37%,0.02%
31013,"Box Butte County, Nebraska",21684,29.41%,131.2,446.1,,93.54%,1.96%,13.16%,6.08%,1.13%,0.11%
17133,"Monroe County, Illinois",69924,29.41%,128.2,435.9,,98.60%,0.82%,1.66%,0.63%,0.97%,0.06%
06087,"Santa Cruz County, California",541722,29.39%,129.9,442,5.49%,90.79%,2.49%,34.19%,3.45%,7.46%,0.60%
19049,"Dallas County, Iowa",199356,29.35%,133.8,455.9,3.22%,91.41%,3.62%,6.38%,0.76%,5.85%,0.14%
49003,"Box Elder County, Utah",115332,29.34%,115.7,394.4,,97.08%,1.06%,9.79%,2.03%,1.63%,0.38%
53033,"King County, Washington",4539350,29.30%,131.1,447.4,5.48%,70.21%,8.91%,10.13%,2.35%,23.27%,1.37%
34023,"Middlesex County, New Jersey",1726324,29.30%,134.4,458.7,7.85%,61.21%,13.38%,22.16%,1.27%,26.41%,0.21%
15003,"Honolulu County, Hawaii",2033016,29.29%,124.4,424.7,3.65%,38.89%,4.27%,10.28%,2.24%,61.37%,25.81%
53031,"Jefferson County, Washington",65954,29.29%,143.2,488.9,,94.14%,1.71%,3.98%,4.19%,2.96%,0.48%
17043,"DuPage County, Illinois",1865754,29.28%,133.6,456.3,5.46%,81.08%,6.13%,14.67%,0.86%,14.08%,0.16%
36091,"Saratoga County, New York",471018,29.25%,153.2,523.8,2.36%,94.74%,2.88%,3.39%,0.67%,3.60%,0.11%
36079,"Putnam County, New York",195336,29.25%,145,495.8,2.89%,92.68%,5.13%,16.77%,1.08%,3.04%,0.18%
16061,"Lewis County, Idaho",7066,29.24%,139.1,475.7,,90.40%,1.30%,5.32%,9.17%,2.41%,0.48%
09013,"Tolland County, Connecticut",299576,29.24%,131.5,449.8,2.42%,90.24%,4.99%,6.15%,0.80%,6.02%,0.20%
37087,"Haywood County, North Carolina",124178,29.22%,153.1,523.9,,97.01%,1.88%,4.47%,1.59%,1.00%,0.08%
02130,"Ketchikan Gateway Borough, Alaska",27896,29.22%,135.5,463.8,,75.67%,1.87%,5.59%,21.35%,10.35%,0.87%
12085,"Martin County, Florida",316862,29.20%,129.6,443.8,8.22%,91.33%,6.41%,14.27%,1.64%,2.03%,0.29%
37183,"Wake County, North Carolina",2258820,29.18%,135.2,463.4,8.68%,69.79%,22.48%,10.40%,1.55%,8.99%,0.20%
08051,"Gunnison County, Colorado",33836,29.16%,103.3,354.2,,95.41%,1.15%,9.81%,4.02%,1.47%,0.14%
12119,"Sumter County, Florida",259504,29.16%,129.8,445.1,5.53%,91.19%,7.65%,6.04%,0.88%,1.22%,0.17%
24027,"Howard County, Maryland",664634,29.15%,120,411.6,4.17%,58.88%,22.42%,7.41%,1.20%,21.60%,0.23%
55029,"Door County, Wisconsin",60132,29.15%,140.2,480.9,,97.76%,1.34%,3.76%,1.47%,0.75%,0.07%
48435,"Sutton County, Texas",6744,29.15%,137.1,470.4,,96.29%,1.84%,65.24%,2.02%,0.98%,0.06%
31119,"Madison County, Nebraska",71170,29.13%,142,487.5,,94.18%,2.45%,16.05%,2.80%,2.21%,0.18%
37135,"Orange County, North Carolina",297392,29.11%,130.7,449,4.78%,79.28%,12.89%,8.68%,1.45%,9.13%,0.18%
17027,"Clinton County, Illinois",73798,29.10%,142.5,489.7,,95.21%,4.44%,3.27%,0.69%,1.02%,0.09%
38051,"McIntosh County, North Dakota",5060,29.10%,126,433,,97.27%,1.34%,2.61%,1.19%,0.95%,0.00%
38091,"Steele County, North Dakota",3596,29.09%,113.2,389.2,,98.16%,0.78%,2.39%,1.72%,0.50%,0.06%
46115,"Spink County, South Dakota",12722,29.06%,145.1,499.3,,96.09%,1.08%,3.54%,3.68%,0.31%,0.05%
36067,"Onondaga County, New York",953032,29.05%,151.4,521.1,3.55%,83.01%,14.10%,5.29%,1.68%,4.60%,0.14%
09005,"Litchfield County, Connecticut",370372,29.05%,138.5,476.7,4.24%,94.68%,3.48%,7.45%,0.91%,2.68%,0.16%
21001,"Adair County, Kentucky",37806,29.04%,155.3,534.8,,95.94%,4.07%,2.42%,0.93%,0.68%,0.10%
13169,"Jones County, Georgia",56694,29.04%,144.9,499,,73.32%,26.44%,1.93%,0.83%,0.91%,0.10%
13139,"Hall County, Georgia",406272,29.01%,144.7,498.8,18.84%,88.55%,9.01%,29.23%,1.51%,2.60%,0.25%
30111,"Yellowstone County, Montana",329462,28.99%,154.6,533.2,4.91%,93.12%,1.65%,6.10%,6.82%,1.50%,0.30%
31163,"Sherman County, Nebraska",5918,28.98%,150,517.6,,98.51%,0.95%,2.26%,0.91%,0.54%,0.00%
34021,"Mercer County, New Jersey",774680,28.98%,145.1,500.7,7.52%,64.83%,22.95%,18.85%,1.21%,13.34%,0.40%
46013,"Brown County, South Dakota",76602,28.95%,139.2,480.8,,90.25%,2.73%,3.77%,5.10%,3.88%,0.38%
09007,"Middlesex County, Connecticut",328490,28.91%,137.4,475.3,3.18%,90.35%,6.90%,6.75%,0.79%,4.05%,0.18%
48377,"Presidio County, Texas",12262,28.89%,70.7,244.7,,93.92%,2.40%,83.64%,2.51%,2.53%,0.11%
26019,"Benzie County, Michigan",35940,28.86%,138.8,480.9,,97.10%,1.32%,2.44%,2.31%,0.76%,0.11%
19009,"Audubon County, Iowa",11348,28.84%,136.7,474,,98.34%,1.11%,2.27%,0.56%,0.86%,0.07%
06081,"San Mateo County, California",1528884,28.82%,117.4,407.3,4.90%,63.06%,3.80%,24.00%,1.68%,34.74%,2.17%
46011,"Brookings County, South Dakota",68750,28.82%,129.3,448.6,,93.87%,2.15%,3.88%,2.07%,3.65%,0.17%
19109,"Kossuth County, Iowa",29656,28.82%,141.3,490.3,,97.69%,1.52%,4.03%,0.86%,0.86%,0.18%
30029,"Flathead County, Montana",208714,28.82%,143.4,497.6,8.49%,97.32%,0.72%,3.16%,2.88%,1.48%,0.21%
24029,"Kent County, Maryland",38396,28.78%,134.9,468.7,,83.43%,15.94%,4.66%,0.95%,1.72%,0.16%
53055,"San Juan County, Washington",35576,28.75%,123.8,430.6,,96.26%,1.25%,6.75%,2.42%,2.27%,0.28%
31021,"Burt County, Nebraska",13444,28.74%,145.5,506.2,,96.43%,1.07%,3.60%,3.26%,0.89%,0.16%
16041,"Franklin County, Idaho",28388,28.73%,115.5,402,,98.12%,0.60%,6.94%,2.04%,0.52%,0.23%
37103,"Jones County, North Carolina",18344,28.69%,141.8,494.3,,68.73%,30.54%,5.67%,1.94%,0.93%,0.13%
30087,"Rosebud County, Montana",16658,28.66%,165.6,577.8,,58.05%,0.84%,4.95%,41.70%,2.20%,0.23%
46067,"Hutchinson County, South Dakota",14854,28.64%,139.7,487.7,,97.00%,1.24%,2.46%,2.36%,0.47%,0.07%
08035,"Douglas County, Colorado",715956,28.63%,112.5,393,3.10%,91.93%,2.53%,9.37%,1.20%,7.15%,0.32%
13057,"Cherokee County, Georgia",533240,28.62%,147,513.7,11.10%,89.18%,8.89%,11.13%,1.14%,2.94%,0.21%
12109,"St. Johns County, Florida",546850,28.59%,141,493.1,8.58%,90.43%,6.48%,7.83%,0.83%,4.40%,0.20%
29205,"Shelby County, Missouri",12206,28.59%,149.1,521.6,,98.35%,1.93%,2.39%,0.92%,0.41%,0.02%
48471,"Walker County, Texas",152800,28.58%,143.5,502.1,10.05%,74.31%,24.28%,18.32%,1.31%,1.55%,0.21%
26055,"Grand Traverse County, Michigan",190476,28.54%,137.6,482.2,5.19%,96.87%,1.56%,3.10%,2.15%,1.24%,0.16%
55089,"Ozaukee County, Wisconsin",183006,28.52%,138.1,484.2,2.43%,95.03%,2.50%,3.35%,0.76%,3.28%,0.10%
36081,"Queens County, New York",4810928,28.52%,121.2,425,9.46%,49.66%,22.42%,27.99%,2.13%,28.63%,0.46%
30027,"Fergus County, Montana",22892,28.49%,129.9,456,,97.14%,0.77%,2.07%,3.01%,1.00%,0.08%
30065,"Musselshell County, Montana",9460,28.47%,168.6,592.1,,95.62%,1.27%,3.91%,3.81%,1.75%,0.17%
49015,"Emery County, Utah",19650,28.41%,116.7,410.8,,97.42%,0.95%,6.21%,1.95%,0.85%,0.37%
46025,"Clark County, South Dakota",7674,28.38%,140.3,494.3,,97.26%,1.98%,3.78%,1.51%,0.36%,0.00%
19067,"Floyd County, Iowa",31254,28.38%,147.5,519.7,,95.24%,3.42%,4.28%,0.79%,1.93%,0.12%
42027,"Centre County, Pennsylvania",316344,28.38%,121.5,428.1,8.57%,89.46%,4.57%,3.04%,0.55%,7.09%,0.17%
18171,"Warren County, Indiana",16880,28.37%,138.4,487.9,,98.53%,1.13%,2.25%,0.77%,0.73%,0.09%
36085,"Richmond County, New York",991494,28.36%,150,528.9,4.17%,75.88%,12.89%,18.52%,1.21%,12.25%,0.20%
12081,"Manatee County, Florida",799420,28.30%,126.6,447.3,12.11%,87.54%,10.45%,16.92%,1.01%,2.84%,0.21%
37037,"Chatham County, North Carolina",152570,28.27%,132,467,10.28%,83.86%,13.34%,12.18%,1.80%,2.71%,0.22%
55133,"Waukesha County, Wisconsin",813956,28.26%,138.3,489.3,2.70%,93.65%,2.55%,5.12%,0.72%,4.73%,0.11%
22005,"Ascension Parish, Louisiana",253000,28.25%,139,492,4.18%,73.71%,25.07%,6.14%,0.91%,1.80%,0.17%
18057,"Hamilton County, Indiana",694934,28.25%,126,446,4.10%,88.25%,5.58%,4.40%,0.55%,7.83%,0.13%
36023,"Cortland County, New York",93618,28.22%,156.1,553.2,,96.19%,3.17%,2.90%,1.01%,1.62%,0.11%
38015,"Burleigh County, North Dakota",196916,28.21%,132.8,470.7,3.45%,91.50%,2.97%,2.77%,6.02%,1.32%,0.20%
13281,"Towns County, Georgia",24986,28.20%,154.9,549.2,,97.34%,1.63%,3.11%,0.84%,1.25%,0.11%
19055,"Delaware County, Iowa",34976,28.17%,148.2,526,,98.52%,1.30%,1.60%,0.46%,0.48%,0.07%
36107,"Tioga County, New York",96910,28.16%,142.4,505.6,,97.71%,1.77%,2.11%,0.75%,1.18%,0.11%
38031,"Foster County, North Dakota",6794,28.15%,131.5,467.1,,97.67%,0.91%,2.24%,1.85%,0.62%,0.00%
49023,"Juab County, Utah",23572,28.14%,112.2,398.7,,97.22%,1.26%,5.74%,2.05%,0.66%,0.54%
19103,"Johnson County, Iowa",305708,28.11%,132.7,472.1,6.63%,84.75%,9.30%,5.91%,0.93%,7.60%,0.17%
31081,"Hamilton County, Nebraska",18858,28.10%,142.7,507.9,,98.77%,0.91%,3.87%,0.89%,0.64%,0.05%
17049,"Effingham County, Illinois",69336,28.08%,143.1,509.7,,98.23%,1.08%,2.14%,0.56%,1.00%,0.06%
31107,"Knox County, Nebraska",16782,28.07%,112.1,399.4,,88.25%,0.85%,3.50%,12.10%,0.68%,0.19%
38029,"Emmons County, North Dakota",6602,28.03%,124.6,444.5,,97.67%,1.06%,1.42%,1.70%,0.88%,0.00%
08107,"Routt County, Colorado",49658,28.02%,95,339,,96.97%,1.55%,6.98%,1.36%,1.55%,0.23%
39041,"Delaware County, Ohio",428248,28.00%,123.5,441,3.41%,87.39%,5.08%,2.88%,0.66%,8.97%,0.13%
12115,"Sarasota County, Florida",868012,27.94%,134.3,480.6,10.66%,92.86%,5.56%,9.83%,0.81%,2.41%,0.15%
31057,"Dundy County, Nebraska",3308,27.89%,121.5,435.6,,96.55%,1.81%,7.92%,2.66%,0.54%,0.30%
56023,"Lincoln County, Wyoming",39162,27.81%,99.6,358.2,,97.48%,0.83%,4.87%,2.22%,0.98%,0.20%
21185,"Oldham County, Kentucky",135214,27.80%,150.2,540.3,3.02%,93.23%,5.22%,4.06%,1.02%,2.34%,0.18%
17173,"Shelby County, Illinois",41980,27.76%,149,536.8,,98.84%,0.91%,1.23%,0.63%,0.56%,0.08%
34003,"Bergen County, New Jersey",1911464,27.75%,132.3,476.8,6.70%,74.50%,8.51%,21.41%,0.94%,18.28%,0.24%
46015,"Brule County, South Dakota",10494,27.74%,143.6,517.6,,87.59%,1.43%,3.20%,13.91%,0.88%,0.13%
42093,"Montour County, Pennsylvania",36272,27.72%,154.5,557.3,,93.98%,2.87%,2.77%,0.65%,3.77%,0.08%
25007,"Dukes County, Massachusetts",41200,27.71%,133.9,483.2,,91.97%,6.42%,3.57%,2.34%,1.82%,0.35%
46003,"Aurora County, South Dakota",5494,27.70%,149.7,540.4,,94.98%,1.20%,7.72%,4.26%,1.06%,0.04%
30025,"Fallon County, Montana",6098,27.61%,148.8,538.9,,97.87%,0.79%,1.64%,1.71%,0.95%,0.16%
13113,"Fayette County, Georgia",238388,27.61%,130.1,471.2,7.38%,68.17%,27.07%,7.66%,1.10%,6.03%,0.26%
38055,"McLean County, North Dakota",19542,27.54%,143,519.3,,90.56%,0.86%,2.90%,10.07%,0.47%,0.09%
19041,"Clay County, Iowa",32768,27.52%,137.1,498.1,,97.93%,1.49%,4.14%,0.79%,1.10%,0.09%
19149,"Plymouth County, Iowa",51396,27.50%,136.8,497.5,,96.25%,2.40%,5.76%,1.30%,0.99%,0.37%
35028,"Los Alamos County, New Mexico",38838,27.47%,114.2,415.7,,89.83%,2.04%,18.33%,2.61%,8.03%,0.21%
44001,"Bristol County, Rhode Island",101586,27.46%,129.6,472,,95.39%,2.39%,3.32%,0.76%,3.39%,0.21%
30009,"Carbon County, Montana",20946,27.44%,119.4,435.1,,97.17%,1.23%,2.65%,2.56%,0.65%,0.15%
56029,"Park County, Wyoming",59248,27.43%,123.5,450.2,,97.46%,0.98%,5.78%,1.82%,1.18%,0.17%
46049,"Faulk County, South Dakota",4250,27.43%,136.4,497.3,,98.45%,0.56%,0.94%,0.94%,0.66%,0.00%
31035,"Clay County, Nebraska",12208,27.41%,130.6,476.4,,97.31%,1.03%,9.13%,1.88%,0.49%,0.33%
38049,"McHenry County, North Dakota",10690,27.41%,138.9,506.8,,97.98%,1.01%,2.21%,1.83%,0.52%,0.06%
49027,"Millard County, Utah",25950,27.38%,107.1,391.1,,95.31%,1.19%,12.79%,3.08%,2.05%,0.32%
31143,"Polk County, Nebraska",10428,27.33%,122.2,447.1,,98.37%,0.98%,6.18%,1.59%,0.46%,0.12%
06051,"Mono County, California",26390,27.16%,73.6,271,,92.75%,2.11%,27.41%,4.46%,3.53%,0.63%
19145,"Page County, Iowa",30422,27.10%,143.5,529.6,,95.10%,3.65%,3.92%,1.34%,1.41%,0.21%
17189,"Washington County, Illinois",27522,27.08%,136.9,505.5,,98.18%,1.51%,1.42%,0.52%,0.61%,0.04%
38069,"Pierce County, North Dakota",7980,27.06%,118.3,437.2,,92.56%,1.23%,1.88%,6.39%,1.28%,0.00%
47187,"Williamson County, Tennessee",495452,27.02%,121.3,448.9,3.53%,89.90%,5.16%,5.07%,0.70%,6.08%,0.13%
34035,"Somerset County, New Jersey",690722,27.01%,124.7,461.7,6.80%,69.19%,11.62%,15.30%,0.75%,20.57%,0.17%
19033,"Cerro Gordo County, Iowa",86254,26.98%,152.3,564.5,,95.98%,3.32%,5.33%,0.84%,1.66%,0.27%
38101,"Ward County, North Dakota",139838,26.95%,132,489.8,5.12%,89.86%,6.43%,6.64%,4.09%,2.78%,0.36%
08093,"Park County, Colorado",34780,26.93%,80,297.1,,96.54%,1.54%,6.80%,2.74%,1.66%,0.20%
09001,"Fairfield County, Connecticut",1914838,26.91%,126,468.3,9.05%,79.88%,14.50%,20.93%,1.09%,6.67%,0.28%
55131,"Washington County, Wisconsin",273522,26.91%,132,490.6,4.24%,96.49%,2.18%,3.42%,0.77%,1.95%,0.07%
17079,"Jasper County, Illinois",18574,26.90%,136.1,506,,99.01%,0.72%,1.43%,0.59%,0.41%,0.03%
13219,"Oconee County, Georgia",83598,26.84%,115.5,430.3,,89.97%,6.08%,5.76%,0.92%,5.14%,0.15%
19191,"Winneshiek County, Iowa",40140,26.82%,116.9,435.8,,97.81%,1.29%,2.37%,0.43%,1.31%,0.05%
36061,"New York County, New York",3388502,26.79%,120.3,449,4.37%,67.69%,19.76%,25.44%,2.01%,14.09%,0.33%
34027,"Morris County, New Jersey",1018570,26.73%,132.3,494.9,5.27%,84.41%,4.68%,13.93%,0.64%,12.21%,0.12%
13307,"Webster County, Georgia",4696,26.70%,119.1,446.1,,56.77%,43.14%,5.07%,1.19%,0.77%,0.04%
49011,"Davis County, Utah",725358,26.69%,112.5,421.5,7.14%,94.62%,2.26%,10.36%,1.42%,3.53%,1.31%
30071,"Phillips County, Montana",8434,26.67%,137.4,515.2,,89.87%,0.90%,3.46%,12.50%,0.88%,0.14%
13117,"Forsyth County, Georgia",502566,26.67%,131.6,493.5,8.25%,78.09%,5.34%,9.64%,0.98%,17.54%,0.17%
36103,"Suffolk County, New York",3051840,26.65%,141.9,532.4,4.21%,85.78%,10.10%,20.26%,1.19%,4.98%,0.17%
38081,"Sargent County, North Dakota",7724,26.58%,134.9,507.5,,95.24%,2.67%,3.24%,2.62%,1.29%,0.26%
34019,"Hunterdon County, New Jersey",257894,26.48%,129.9,490.6,2.92%,91.88%,3.54%,7.29%,0.57%,5.34%,0.26%
49005,"Cache County, Utah",266308,26.39%,113.8,431.2,5.31%,94.84%,1.58%,10.96%,1.80%,3.11%,0.86%
46043,"Douglas County, South Dakota",5670,26.38%,131.1,497,,96.40%,1.27%,2.05%,3.77%,0.32%,0.11%
34025,"Monmouth County, New Jersey",1287230,26.37%,140.2,531.7,4.93%,86.42%,8.35%,11.16%,0.71%,6.41%,0.13%
26089,"Leelanau County, Michigan",44602,26.29%,123.9,471.2,,95.22%,1.17%,4.32%,4.56%,0.89%,0.12%
36119,"Westchester County, New York",2008914,26.26%,124.7,474.9,4.39%,75.38%,18.24%,25.56%,1.65%,7.39%,0.24%
31061,"Franklin County, Nebraska",5778,26.13%,143.4,548.7,,98.44%,1.21%,2.70%,1.38%,0.52%,0.07%
24041,"Talbot County, Maryland",75052,26.10%,122.7,470.1,,84.99%,13.93%,7.14%,0.80%,1.92%,0.36%
36087,"Rockland County, New York",676658,26.08%,123.3,472.8,4.37%,79.94%,14.24%,18.35%,1.07%,6.87%,0.24%
49053,"Washington County, Utah",360558,26.04%,106.1,407.5,12.99%,95.19%,1.46%,11.03%,2.49%,1.85%,1.50%
38061,"Mountrail County, North Dakota",19618,26.02%,132.1,507.6,,64.87%,2.50%,8.97%,35.00%,1.05%,0.17%
46083,"Lincoln County, South Dakota",130322,25.91%,112.7,435,,95.58%,2.68%,2.57%,1.51%,2.00%,0.14%
56035,"Sublette County, Wyoming",17456,25.70%,82.2,319.9,,96.65%,1.48%,7.31%,2.37%,1.28%,0.25%
12021,"Collier County, Florida",751504,25.66%,104.5,407.2,13.07%,90.20%,8.06%,28.90%,0.80%,2.02%,0.29%
46111,"Sanborn County, South Dakota",4660,25.62%,119,464.4,,98.50%,0.47%,3.30%,2.19%,0.56%,0.04%
46089,"McPherson County, South Dakota",4822,25.59%,127,496.3,,98.26%,1.16%,1.37%,1.41%,0.50%,0.08%
19081,"Hancock County, Iowa",21590,25.58%,123.2,481.6,,98.04%,1.39%,5.23%,0.67%,0.81%,0.09%
06041,"Marin County, California",524642,25.55%,115.4,451.7,4.22%,88.85%,3.85%,16.57%,1.98%,9.18%,0.56%
13227,"Pickens County, Georgia",66432,25.45%,152.5,599.1,,97.28%,1.97%,3.26%,1.21%,1.01%,0.08%
31123,"Morrill County, Nebraska",9110,25.45%,109.3,429.4,,96.88%,1.10%,15.85%,2.74%,0.92%,0.02%
46107,"Potter County, South Dakota",4944,25.35%,124.3,490.4,,94.98%,1.01%,2.47%,4.33%,1.33%,0.08%
31063,"Frontier County, Nebraska",5038,25.31%,91.2,360.3,,98.45%,1.03%,3.02%,1.19%,0.56%,0.04%
46059,"Hand County, South Dakota",6290,25.26%,116.2,460,,98.82%,0.25%,1.69%,1.21%,0.67%,0.03%
31003,"Antelope County, Nebraska",12590,25.25%,122.2,484,,98.44%,0.83%,3.53%,0.84%,0.64%,0.03%
48229,"Hudspeth County, Texas",6404,25.02%,76.3,304.9,,91.04%,5.90%,77.14%,3.94%,2.19%,0.28%
36059,"Nassau County, New York",2791548,24.96%,127.6,511.3,4.14%,74.67%,14.04%,17.41%,1.04%,12.23%,0.20%
16015,"Boise County, Idaho",15220,24.93%,106,425.2,,96.39%,1.08%,5.43%,2.98%,1.89%,0.30%
16065,"Madison County, Idaho",105826,24.91%,99.3,398.6,,96.74%,1.07%,8.14%,1.30%,2.38%,0.54%
31175,"Valley County, Nebraska",8118,24.60%,122.6,498.4,,98.64%,0.71%,3.25%,0.71%,0.74%,0.05%
19167,"Sioux County, Iowa",71744,24.50%,114.8,468.6,,97.58%,1.26%,11.44%,0.82%,1.06%,0.10%
08097,"Pitkin County, Colorado",34716,24.48%,75.1,306.8,,96.00%,1.52%,10.92%,1.16%,2.76%,0.27%
30055,"McCone County, Montana",3458,24.42%,125.9,515.5,,97.57%,1.21%,1.91%,2.43%,0.87%,0.12%
25019,"Nantucket County, Massachusetts",28510,24.41%,124.4,509.6,,85.91%,12.66%,15.05%,0.81%,2.17%,0.25%
16013,"Blaine County, Idaho",48544,24.29%,105.8,435.6,,96.03%,1.28%,23.78%,2.31%,1.89%,0.23%
19069,"Franklin County, Iowa",20038,24.13%,130.1,539.1,,97.06%,1.91%,13.50%,1.46%,0.82%,0.15%
30105,"Valley County, Montana",15156,23.62%,121.5,514.3,,89.58%,1.02%,2.81%,10.69%,1.35%,0.16%
56001,"Albany County, Wyoming",74132,23.59%,95.4,404.4,,93.19%,2.45%,9.95%,2.20%,4.78%,0.36%
16071,"Oneida County, Idaho",9128,23.31%,85.6,367.2,,98.27%,0.81%,4.27%,1.27%,0.83%,0.18%
38037,"Grant County, North Dakota",4602,23.04%,98.8,428.9,,97.78%,0.91%,1.13%,2.39%,0.78%,0.13%
13101,"Echols County, Georgia",7394,23.03%,98.4,427.2,,88.07%,7.95%,29.86%,4.81%,1.27%,0.32%
08037,"Eagle County, Colorado",111462,23.03%,73.5,319.2,,95.56%,1.88%,29.49%,1.97%,1.86%,0.24%
22023,"Cameron Parish, Louisiana",11234,22.95%,105.5,459.6,,94.82%,4.79%,3.99%,1.48%,0.93%,0.14%
30097,"Sweet Grass County, Montana",7356,22.71%,101.9,448.7,,97.42%,1.09%,2.69%,2.50%,1.36%,0.11%
49043,"Summit County, Utah",84714,22.43%,99.5,443.7,,96.07%,1.50%,11.07%,1.15%,2.73%,0.29%
08117,"Summit County, Colorado",62110,22.19%,58.4,263.2,,95.99%,1.93%,15.00%,1.55%,1.84%,0.28%
56039,"Teton County, Wyoming",46662,22.13%,90.9,410.8,,96.48%,1.16%,15.04%,1.65%,2.20%,0.35%
38041,"Hettinger County, North Dakota",4978,21.16%,92.8,438.6,,95.38%,1.73%,2.33%,4.22%,0.56%,0.24%
46045,"Edmunds County, South Dakota",7972,20.06%,105.3,524.9,,97.79%,0.75%,2.06%,1.68%,0.73%,0.03%
31077,"Greeley County, Nebraska",4376,19.53%,106.1,543.3,,98.77%,0.91%,2.65%,0.73%,0.37%,0.00%
08091,"Ouray County, Colorado",9748,18.86%,72.7,385.5,,97.95%,0.84%,6.81%,1.85%,1.21%,0.23%
51001,"Accomack County, Virginia",66826,,192.7,,,69.04%,30.16%,9.14%,1.28%,1.06%,0.23%
27001,"Aitkin County, Minnesota",31394,,159.8,,,96.38%,1.26%,1.39%,3.50%,0.64%,0.07%
51003,"Albemarle County, Virginia",224790,,123.6,,3.50%,83.97%,11.05%,5.89%,0.93%,6.83%,0.20%
02013,"Aleutians East Borough, Alaska",6840,,,142.2,,24.91%,11.05%,15.26%,21.64%,45.26%,1.37%
51510,"Alexandria city, Virginia",318934,,118.2,,7.40%,69.53%,24.25%,16.48%,1.36%,8.16%,0.33%
